id,display_name,works_count,h_index,country_code,works_api_url
A5091272738,Jure Leskovec,662,138,US,https://api.openalex.org/works?filter=author.id:A5091272738
A5003636926,Do Won Kim,226,25,KR,https://api.openalex.org/works?filter=author.id:A5003636926
A5062726415,Frederik Riedel,7,4,DE,https://api.openalex.org/works?filter=author.id:A5062726415
A5082294805,Martin Saveski,37,11,US,https://api.openalex.org/works?filter=author.id:A5082294805
A5048428275,Joshua Ashkinaze,8,2,US,https://api.openalex.org/works?filter=author.id:A5048428275
A5017332030,Alina Herderich,9,3,AT,https://api.openalex.org/works?filter=author.id:A5017332030
A5079709359,Juho Kim,307,28,KR,https://api.openalex.org/works?filter=author.id:A5079709359
A5001097796,Rajvardhan Oak,27,11,US,https://api.openalex.org/works?filter=author.id:A5001097796
A5012811021,Fabio Carrella,15,3,GB,https://api.openalex.org/works?filter=author.id:A5012811021
A5065317288,Rukun Zhang,3,2,CN,https://api.openalex.org/works?filter=author.id:A5065317288
A5021327158,Michal Monselise,14,5,US,https://api.openalex.org/works?filter=author.id:A5021327158
A5106620976,Yujin Potter,4,2,US,https://api.openalex.org/works?filter=author.id:A5106620976
A5089504371,Saumya Bhadani,5,5,US,https://api.openalex.org/works?filter=author.id:A5089504371
A5017708876,Katherine Van Koevering,10,2,US,https://api.openalex.org/works?filter=author.id:A5017708876
A5100322712,Yan Wang,1837,69,CN,https://api.openalex.org/works?filter=author.id:A5100322712
A5075221940,Jonathan Stray,34,10,US,https://api.openalex.org/works?filter=author.id:A5075221940
A5046987803,Haohan Shi,3,2,GB,https://api.openalex.org/works?filter=author.id:A5046987803
A5081008532,Daniele Quercia,296,43,GB,https://api.openalex.org/works?filter=author.id:A5081008532
A5022747234,Chaoqun Ni,63,19,US,https://api.openalex.org/works?filter=author.id:A5022747234
A5092887068,Jordan Llorin,9,2,US,https://api.openalex.org/works?filter=author.id:A5092887068
A5066590082,Ryo Adachi,3,3,JP,https://api.openalex.org/works?filter=author.id:A5066590082
A5108514130,Natalie A Castro,1,1,AU,https://api.openalex.org/works?filter=author.id:A5108514130
A5037838698,Anna‐Carolina Haensch,30,4,DE,https://api.openalex.org/works?filter=author.id:A5037838698
A5009232244,Iyad Rahwan,332,44,DE,https://api.openalex.org/works?filter=author.id:A5009232244
A5006695988,Julian Kohne,10,4,DE,https://api.openalex.org/works?filter=author.id:A5006695988
A5057862739,Kerri Milita,40,6,US,https://api.openalex.org/works?filter=author.id:A5057862739
A5015377066,Zachary T. P. Fried,16,4,US,https://api.openalex.org/works?filter=author.id:A5015377066
A5053550738,Qingxing Dong,19,10,CN,https://api.openalex.org/works?filter=author.id:A5053550738
A5101456958,Dhruv Gupta,55,9,IN,https://api.openalex.org/works?filter=author.id:A5101456958
A5067094699,Kimitaka Asatani,52,7,JP,https://api.openalex.org/works?filter=author.id:A5067094699
A5014647140,Aaron Clauset,284,48,US,https://api.openalex.org/works?filter=author.id:A5014647140
A5070753993,Maximilian Schich,48,9,EE,https://api.openalex.org/works?filter=author.id:A5070753993
A5038158438,Yannick Thams,24,9,US,https://api.openalex.org/works?filter=author.id:A5038158438
A5078974283,Apostolos Fasianos,26,8,GB,https://api.openalex.org/works?filter=author.id:A5078974283
A5047948208,Sky CH-Wang,17,3,US,https://api.openalex.org/works?filter=author.id:A5047948208
A5111578200,Harsh Kumar,322,35,IN,https://api.openalex.org/works?filter=author.id:A5111578200
A5102011813,Yu Ding,159,51,CN,https://api.openalex.org/works?filter=author.id:A5102011813
A5069999998,Mark E. Whiting,45,14,US,https://api.openalex.org/works?filter=author.id:A5069999998
A5017229269,Kathryn Stanton,10,2,US,https://api.openalex.org/works?filter=author.id:A5017229269
A5026429870,Jad Kabbara,29,4,US,https://api.openalex.org/works?filter=author.id:A5026429870
A5101912513,Pei‐Ying Chen,19,8,CN,https://api.openalex.org/works?filter=author.id:A5101912513
A5045405023,Xining Liao,5,4,CN,https://api.openalex.org/works?filter=author.id:A5045405023
A5078686603,Jeremiah Osborne‐Gowey,26,5,US,https://api.openalex.org/works?filter=author.id:A5078686603
A5034482740,Mark Mets,7,2,EE,https://api.openalex.org/works?filter=author.id:A5034482740
A5054806059,Qiusi Sun,8,6,US,https://api.openalex.org/works?filter=author.id:A5054806059
A5015651100,Antoine Vendeville,17,4,FR,https://api.openalex.org/works?filter=author.id:A5015651100
A5109934997,John Diaz,7,5,FR,https://api.openalex.org/works?filter=author.id:A5109934997
A5063445465,Drew Dimmery,35,6,US,https://api.openalex.org/works?filter=author.id:A5063445465
A5019426968,Dawn Song,532,117,US,https://api.openalex.org/works?filter=author.id:A5019426968
A5073879118,Ilaria Lauzana,2,2,CH,https://api.openalex.org/works?filter=author.id:A5073879118
A5002709735,Fred Morstatter,189,34,US,https://api.openalex.org/works?filter=author.id:A5002709735
A5058408154,Daniel E. Ho,229,31,US,https://api.openalex.org/works?filter=author.id:A5058408154
A5041120433,Zheng‐Xiang Li,487,100,CN,https://api.openalex.org/works?filter=author.id:A5041120433
A5083807006,Sangyeon Kim,42,9,KR,https://api.openalex.org/works?filter=author.id:A5083807006
A5081725440,Tobias Schmidt,84,35,DE,https://api.openalex.org/works?filter=author.id:A5081725440
A5053938061,Santo Fortunato,208,58,US,https://api.openalex.org/works?filter=author.id:A5053938061
A5059509038,Silvia Giordano,551,74,IT,https://api.openalex.org/works?filter=author.id:A5059509038
A5030641600,Babak Heydari,97,20,MX,https://api.openalex.org/works?filter=author.id:A5030641600
A5100442044,Tingting Liu,420,45,CN,https://api.openalex.org/works?filter=author.id:A5100442044
A5093108990,Una Joh,1,1,US,https://api.openalex.org/works?filter=author.id:A5093108990
A5046212819,James K. He,2,0,GB,https://api.openalex.org/works?filter=author.id:A5046212819
A5051257652,Siddharth Suri,101,37,US,https://api.openalex.org/works?filter=author.id:A5051257652
A5041387793,Joseph Olson,71,11,US,https://api.openalex.org/works?filter=author.id:A5041387793
A5061837561,Ivan Burkov,14,3,RU,https://api.openalex.org/works?filter=author.id:A5061837561
A5111338882,Linda Hong Cheng,1,1,HK,https://api.openalex.org/works?filter=author.id:A5111338882
A5026230453,Samuel V. Scarpino,166,41,US,https://api.openalex.org/works?filter=author.id:A5026230453
A5068866693,Levi Kaplan,7,4,US,https://api.openalex.org/works?filter=author.id:A5068866693
A5004836032,Tong Lin,335,76,CN,https://api.openalex.org/works?filter=author.id:A5004836032
A5079914638,Feng Fu,617,54,CN,https://api.openalex.org/works?filter=author.id:A5079914638
A5087116106,Suhyeon Yoo,15,3,CA,https://api.openalex.org/works?filter=author.id:A5087116106
A5054913386,Adam J. Berinsky,214,41,US,https://api.openalex.org/works?filter=author.id:A5054913386
A5049693274,Masahiro Kuwahara,41,6,JP,https://api.openalex.org/works?filter=author.id:A5049693274
A5056041083,Ozgur Can Seckin,7,2,US,https://api.openalex.org/works?filter=author.id:A5056041083
A5060246883,Sepideh Khalafi,4,3,IR,https://api.openalex.org/works?filter=author.id:A5060246883
A5040483533,Eduardo López‐Collazo,191,42,ES,https://api.openalex.org/works?filter=author.id:A5040483533
A5044856388,Elizabeth T. Chin,52,17,US,https://api.openalex.org/works?filter=author.id:A5044856388
A5021346979,Filippo Menczer,670,75,US,https://api.openalex.org/works?filter=author.id:A5021346979
A5054351096,Lin Gan,278,57,CN,https://api.openalex.org/works?filter=author.id:A5054351096
A5045528962,Jeffrey T. Hancock,330,67,US,https://api.openalex.org/works?filter=author.id:A5045528962
A5041253633,Ali Hürriyetoğlu,72,12,TR,https://api.openalex.org/works?filter=author.id:A5041253633
A5023061106,Cristina Sarasua,49,12,CH,https://api.openalex.org/works?filter=author.id:A5023061106
A5002575847,Angelina Wang,40,12,US,https://api.openalex.org/works?filter=author.id:A5002575847
A5008805047,Martin Gerlach,65,16,US,https://api.openalex.org/works?filter=author.id:A5008805047
A5006991081,Ryan S. McGinnis,129,27,US,https://api.openalex.org/works?filter=author.id:A5006991081
A5048274255,Yuki Sasamoto,16,4,JP,https://api.openalex.org/works?filter=author.id:A5048274255
A5032369426,Takeshi Sakaki,67,12,JP,https://api.openalex.org/works?filter=author.id:A5032369426
A5041649856,Calvin Yixiang Cheng,8,3,GB,https://api.openalex.org/works?filter=author.id:A5041649856
A5036322364,Soham De,92,24,IN,https://api.openalex.org/works?filter=author.id:A5036322364
A5010646067,Sharath Chandra Guntuku,170,32,US,https://api.openalex.org/works?filter=author.id:A5010646067
A5086210260,Nicole Schwitter,17,3,DE,https://api.openalex.org/works?filter=author.id:A5086210260
A5039712245,Sanjay Kairam,25,13,US,https://api.openalex.org/works?filter=author.id:A5039712245
A5024552529,Katarzyna Musial-Gabrys,27,6,AU,https://api.openalex.org/works?filter=author.id:A5024552529
A5076189854,Michael S. Bernstein,280,64,US,https://api.openalex.org/works?filter=author.id:A5076189854
A5046445911,Serina Chang,27,9,US,https://api.openalex.org/works?filter=author.id:A5046445911
A5020790791,Samar Haider,7,3,US,https://api.openalex.org/works?filter=author.id:A5020790791
A5110749191,Kevin Zheng Zhou,170,51,HK,https://api.openalex.org/works?filter=author.id:A5110749191
A5001994692,Esin Durmus,56,21,US,https://api.openalex.org/works?filter=author.id:A5001994692
A5037009852,Yang Zou,96,38,CN,https://api.openalex.org/works?filter=author.id:A5037009852
A5089890523,Anubhab Das,9,4,IN,https://api.openalex.org/works?filter=author.id:A5089890523
A5015797850,Nabeel Gillani,37,10,US,https://api.openalex.org/works?filter=author.id:A5015797850
A5100376896,Minghui Wang,435,63,US,https://api.openalex.org/works?filter=author.id:A5100376896
A5100427314,Bin Chen,611,80,US,https://api.openalex.org/works?filter=author.id:A5100427314
A5027363334,Chu Jie Jiessie Tie,1,1,CA,https://api.openalex.org/works?filter=author.id:A5027363334
A5061836283,Lucas Gautheron,14,4,DE,https://api.openalex.org/works?filter=author.id:A5061836283
A5104878067,Ibrahim Enes Atac,1,0,US,https://api.openalex.org/works?filter=author.id:A5104878067
A5048880362,Tianji Cai,74,17,MO,https://api.openalex.org/works?filter=author.id:A5048880362
A5071102460,Jon Benedik Bunquin,7,1,US,https://api.openalex.org/works?filter=author.id:A5071102460
A5101725906,Libo Wu,58,23,CN,https://api.openalex.org/works?filter=author.id:A5101725906
A5037708423,Yphtach Lelkes,179,32,US,https://api.openalex.org/works?filter=author.id:A5037708423
A5103874297,Tomonori Takahashi,42,10,US,https://api.openalex.org/works?filter=author.id:A5103874297
A5059305420,Toshio Murase,230,41,JP,https://api.openalex.org/works?filter=author.id:A5059305420
A5042920909,Fernando Chirigati,90,16,US,https://api.openalex.org/works?filter=author.id:A5042920909
A5049119318,Chung‐hong Chan,100,19,DE,https://api.openalex.org/works?filter=author.id:A5049119318
A5020533147,Gordon Pennycook,259,67,US,https://api.openalex.org/works?filter=author.id:A5020533147
A5063652311,Mitsuo Yoshida,379,29,JP,https://api.openalex.org/works?filter=author.id:A5063652311
A5066288697,Nathan Bartley,16,6,US,https://api.openalex.org/works?filter=author.id:A5066288697
A5069053848,Moritz Willig,12,3,DE,https://api.openalex.org/works?filter=author.id:A5069053848
A5021142594,Sayuri Kohmura,8,2,JP,https://api.openalex.org/works?filter=author.id:A5021142594
A5024087833,Colin F. Camerer,498,116,US,https://api.openalex.org/works?filter=author.id:A5024087833
A5086501120,Fernanda Ferreira,239,56,US,https://api.openalex.org/works?filter=author.id:A5086501120
A5081429241,Jake M. Hofman,76,29,,https://api.openalex.org/works?filter=author.id:A5081429241
A5015623077,Kazuki Fujikawa,9,5,JP,https://api.openalex.org/works?filter=author.id:A5015623077
A5040974039,Jacob Aarup Dalsgaard,4,3,DK,https://api.openalex.org/works?filter=author.id:A5040974039
A5062168541,Neil Fasching,10,4,US,https://api.openalex.org/works?filter=author.id:A5062168541
A5092493862,Daniel Verdi do Amarante,2,1,US,https://api.openalex.org/works?filter=author.id:A5092493862
A5010530596,Krisztián Boros,7,1,HU,https://api.openalex.org/works?filter=author.id:A5010530596
A5073708257,Nari Yoo,21,4,US,https://api.openalex.org/works?filter=author.id:A5073708257
A5067417895,Vasiliki Voukelatou,6,4,GR,https://api.openalex.org/works?filter=author.id:A5067417895
A5031952531,Matthieu Latapy,209,30,FR,https://api.openalex.org/works?filter=author.id:A5031952531
A5036505053,Jericho McLeod,1,1,US,https://api.openalex.org/works?filter=author.id:A5036505053
A5043162191,Kevin Tang,108,22,DE,https://api.openalex.org/works?filter=author.id:A5043162191
A5060905224,Rachel Kornfield,93,26,US,https://api.openalex.org/works?filter=author.id:A5060905224
A5114526119,Mingyue Zha,5,0,GB,https://api.openalex.org/works?filter=author.id:A5114526119
A5067134501,Subhayan Mukerjee,29,8,SG,https://api.openalex.org/works?filter=author.id:A5067134501
A5026032450,Marina Martínez-García,20,10,US,https://api.openalex.org/works?filter=author.id:A5026032450
A5013508523,Thomas Davidson,45,13,US,https://api.openalex.org/works?filter=author.id:A5013508523
A5030406488,Shelby Grossman,77,8,US,https://api.openalex.org/works?filter=author.id:A5030406488
A5057805246,Tristram J. Alexander,113,25,AU,https://api.openalex.org/works?filter=author.id:A5057805246
